FIPS,State,County,MedHHInc,PerCapitaInc,PovertyUnder18Pct,PovertyAllAgesPct,Deep_Pov_All,Deep_Pov_Children,PovertyUnder18Num,PovertyAllAgesNum,PopChangeRate1819,PopChangeRate1019,TotalPopEst2019,NetMigrationRate1019,NaturalChangeRate1019,Net_International_Migration_Rate_2010_2019,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,PopDensity2010,Under18Pct2010,Age65AndOlderPct2010,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,NonHispanicWhitePopChangeRate0010,NonHispanicBlackPopChangeRate0010,NonHispanicAsianPopChangeRate0010,NonHispanicNativeAmericanPopChangeRate0010,HispanicPopChangeRate0010,MultipleRacePopChangeRate0010,WhiteNonHispanicNum2010,BlackNonHispanicNum2010,AsianNonHispanicNum2010,NativeAmericanNonHispanicNum2010,HispanicNum2010,MultipleRaceNum2010,ForeignBornPct,ForeignBornEuropePct,ForeignBornMexPct,NonEnglishHHPct,Ed1LessThanHSPct,Ed2HSDiplomaOnlyPct,Ed3SomeCollegePct,Ed4AssocDegreePct,Ed5CollegePlusPct,AvgHHSize,FemaleHHPct,HH65PlusAlonePct,OwnHomePct,ForeignBornNum,TotalPopACS,ForeignBornAfricaPct,Ed3SomeCollegeNum,Ed2HSDiplomaOnlyNum,Ed1LessThanHSNum,TotalPop25Plus,Ed5CollegePlusNum,TotalOccHU,ForeignBornAsiaPct,Ed4AssocDegreeNum,ForeignBornEuropeNum,NonEnglishHHNum,HH65PlusAloneNum,OwnHomeNum,FemaleHHNum,TotalHH,ForeignBornCentralSouthAmPct,ForeignBornCentralSouthAmNum,ForeignBornCaribPct,ForeignBornCaribNum,ForeignBornAfricaNum,ForeignBornAsiaNum,ForeignBornMexNum,LandAreaSQMiles2010,Age65AndOlderNum2010,TotalPop2010,Under18Num2010,Net_International_Migration_2000_2010,NaturalChangeNum0010,NetMigrationNum0010,TotalPopEst2012,TotalPopEst2013,TotalPopEst2010,TotalPopEst2014,TotalPopEst2011,Net_International_Migration_2010_2019,NaturalChange1019,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,NetMigration1019,TotalPopEst2018,TotalPopEstBase2010,UnempRate2019,UnempRate2018,UnempRate2017,UnempRate2016,UnempRate2015,UnempRate2014,UnempRate2010,UnempRate2007,PctEmpChange1019,PctEmpChange1819,PctEmpChange0719,PctEmpChange0710,PctEmpAgriculture,PctEmpMining,PctEmpConstruction,PctEmpManufacturing,PctEmpTrade,PctEmpTrans,PctEmpInformation,PctEmpFIRE,PctEmpServices,PctEmpGovt,NumCivEmployed,UnempRate2011,NumCivLaborForce2011,NumEmployed2011,NumCivLaborForce2012,NumUnemployed2010,NumCivLaborForce2008,NumUnemployed2011,NumEmployed2010,NumCivLaborForce2010,NumUnemployed2009,NumEmployed2009,NumCivLaborForce2009,UnempRate2008,UnempRate2012,NumEmployed2008,UnempRate2009,NumUnemployed2008,NumUnemployed2015,NumUnemployed2019,NumCivLaborforce2019,NumUnemployed2018,NumEmployed2018,NumCivLaborforce2018,NumUnemployed2017,NumEmployed2017,NumCivLaborforce2017,NumUnemployed2016,NumEmployed2016,NumCivLaborforce2016,NumCivLaborforce2013,NumEmployed2015,NumEmployed2012,NumUnemployed2014,NumEmployed2014,NumCivLaborforce2014,UnempRate2013,NumUnemployed2013,NumEmployed2019,NumEmployed2013,NumUnemployed2007,NumEmployed2007,NumCivLaborforce2007,NumUnemployed2012,NumCivLaborforce2015,RuralUrbanContinuumCode2013,UrbanInfluenceCode2013,RuralUrbanContinuumCode2003,UrbanInfluenceCode2003,Metro2013,Nonmetro2013,Micropolitan2013,Type_2015_Update,Type_2015_Farming_NO,Type_2015_Manufacturing_NO,Type_2015_Mining_NO,Type_2015_Government_NO,Type_2015_Recreation_NO,Low_Education_2015_update,Low_Employment_2015_update,Population_loss_2015_update,Retirement_Destination_2015_Update,Perpov_1980_0711,PersistentChildPoverty_1980_2011,Hipov,HiAmenity,HiCreativeClass2000,Gas_Change,Oil_Change,Oil_Gas_Change,Metro2003,NonmetroNotAdj2003,NonmetroAdj2003,Noncore2003,EconomicDependence2000,Nonmetro2003,Micropolitan2003,FarmDependent2003,ManufacturingDependent2000,LowEducation2000,RetirementDestination2000,PersistentPoverty2000,Noncore2013,Type_2015_Nonspecialized_NO,Metro_Adjacent2013,PersistentChildPoverty2004,RecreationDependent2000
29125,MO,Maries,46371,23729,19.7,13.9,9.627611262,18.16180517,339,1205,-0.832,-5.075,8697,-3.231,-1.845,0.349,3.07,-1.33,0.44,0.03363983,17.41,23.47,17.94,97.12,0.26,0.05,0.57,0.82,1.13,3.52,-17.24,-50,10.64,-27.18,-5.45,8912,24,5,52,75,104,0.596578118,0.090049527,0,0.301783265,13.6112427,40.32843834,20.96952471,11.02163272,14.06916153,2.41,8.696844993,10.781893,73.08641975,53,8884,0,1328,2554,862,6333,891,3645,0.506528591,698,8,11,393,2664,317,3645,0,0,0,0,0,45,0,526.98,1646,9176,2154,3,39.5,-118.5,9022,9037,9162,9001,9171,32,-169,8936,8821,8790,-296,8770,9153,3.5,3.2,4.3,5,5.3,6.2,9.5,5.2,-2.75,-0.13,-17.18,-14.83,3.345118303,0.21756867,10.98721784,14.79466957,17.40549361,5.031275496,2.039706282,3.39951047,33.28800653,9.491433234,3677,8.4,4207,3852,4152,403,4788,355,3853,4256,389,4435,4824,6.3,7.2,4488,8.1,300,209,137,3884,126,3752,3878,168,3758,3926,197,3719,3916,4179,3726,3852,247,3726,3973,6.6,276,3747,3903,248,4524,4772,300,3935,8,7,8,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,0,1,0,0
29127,MO,Marion,49393,23589,19,13.5,7.803532009,11.20368993,1233,3686,-0.035,-0.893,28530,-2.011,1.119,0.368,1.74,-0.61,1.87,0.206823405,65.87,23.93,15.66,91.04,4.86,0.53,0.16,1.36,2.12,-0.13,7.44,96.15,-30.3,55.16,63.81,26202,1400,153,46,391,611,0.86844308,0.265066964,0.076729911,0,11.55244029,38.15160955,21.32917965,8.078920042,20.88785047,2.36,11.28695652,12.28695652,64.33913043,249,28672,0,4108,7348,2225,19260,4023,11500,0.373186384,1556,76,0,1413,7399,1298,11500,0.223214286,64,0.006975446,2,0,107,22,436.92,4507,28781,6888,58.5,529.5,-172,28746,28769,28787,28766,28786,106,322,28697,28689,28585,-579,28540,28781,3.2,3.1,3.6,4.3,4.5,5.5,9.1,5.3,5.04,0.67,3.17,-1.78,2.597402597,0.25974026,8.395721925,14.00305577,14.07181054,4.99618029,1.504965623,3.430099312,46.01986249,4.721161192,13090,7.5,14547,13459,14494,1343,14705,1088,13427,14770,1409,13537,14946,5.6,6.1,13875,9.4,830,658,461,14565,441,14010,14451,519,14055,14574,625,13972,14597,14636,14087,13611,810,13822,14632,6,880,14104,13756,765,13670,14435,883,14745,5,8,5,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0
29129,MO,Mercer,46014,22097,19.6,12.2,4.30197058,2.513661202,168,439,-0.248,-4.058,3617,-4.35,0.292,0.265,0.75,-7.57,0.71,0.200160128,8.34,25.44,20.16,97.31,0.16,0.5,0.45,0.74,0.95,-0.57,-14.29,,-10.53,154.55,111.76,3683,6,19,17,28,36,1.82860262,0.409388646,0.545851528,0.452488688,10.21155411,46.90805533,18.71440195,6.183889341,17.98209927,2.71,6.334841629,16.21417798,76.6214178,67,3664,0,460,1153,251,2458,442,1326,0.327510917,152,15,6,215,1016,84,1326,0.736899563,27,0,0,0,12,20,453.84,763,3785,963,7.5,26.5,-283.5,3708,3664,3770,3683,3774,10,11,3660,3661,3656,-164,3626,3785,3.2,3,3.7,4.6,4.5,5.1,8.4,4.1,9.48,-2.59,4.16,-4.86,20,0,5.301204819,16.08433735,13.07228916,5.060240964,3.43373494,2.891566265,30.36144578,3.795180723,1660,6.7,1838,1715,1835,150,1834,123,1646,1796,128,1632,1760,4.8,5.2,1746,7.3,88,84,59,1861,58,1850,1908,72,1877,1949,89,1843,1932,1810,1803,1740,95,1775,1870,5.5,99,1802,1711,74,1730,1804,95,1887,9,12,9,12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
29131,MO,Miller,47225,23408,24.8,16.9,3.823625122,3.416149068,1431,4204,1.201,3.654,25619,2.836,0.817,-0.117,5.02,3.45,2.22,0.084684761,41.76,24.83,15.75,96.02,0.38,0.28,0.5,1.39,1.5,3.61,50.79,155.56,23,48.48,86.87,23762,95,69,123,343,370,0.894247275,0.079843507,0.495029742,0.050999592,13.44117305,43.14558361,19.8068195,7.011521005,16.59490283,2.52,8.598531212,10.85271318,73.88820889,224,25049,0.135733961,3404,7415,2310,17186,2852,9804,0.107788734,1205,20,5,1064,7244,843,9804,0.503014092,126,0,0,34,27,124,592.59,3897,24748,6144,20,524.5,814.5,24582,24812,24716,24833,24718,-29,202,24872,24998,25202,701,25315,24748,3.8,3.6,4.4,5.2,6,7.7,12.9,5.3,14.7,1.32,-6.27,-18.29,2.53164557,0,11.33696757,10.87498845,17.86935231,4.398041209,0.933197819,4.564353691,40.08130832,7.410145061,10823,11.5,11381,10077,11373,1527,13191,1304,10331,11858,1493,11319,12812,6.7,9,12304,11.7,887,703,463,12313,436,11696,12132,532,11512,12044,616,11286,11902,11497,10945,10346,899,10747,11646,8.7,1005,11850,10492,702,12643,13345,1027,11648,6,6,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,1,0,1,1,1,0,1
29133,MO,Mississippi,34735,18462,35.3,26.8,8.749373852,13.50984386,968,3069,-1.598,-8.025,13180,-6.853,-1.172,-0.209,6.93,-2.21,1.12,0.190369541,34.88,22.2,15.24,73.28,23.84,0.13,0.2,1.61,1.05,1.06,25.16,26.67,-12.12,79.07,26.89,10521,3423,19,29,231,151,0.487343614,0.087285423,0.247308699,0,25.51440329,39.58847737,18.96090535,3.549382716,12.38683128,2.38,18.41269841,12.77777778,59.48412698,67,13748,0.065464068,1843,3848,2480,9720,1204,5040,0.087285423,345,12,0,644,2998,928,5040,0.247308699,34,0,0,9,12,34,411.58,2188,14358,3188,25.5,150,-296,14274,14174,14330,14175,14234,-30,-168,13965,13738,13594,-982,13394,14376,4.1,3.8,5,6.6,5.8,7.3,9.7,6.6,0.67,-2.9,1.15,0.47,10.76493339,0.021486893,3.824666953,13.75161152,17.12505372,6.96175333,1.181779115,3.266007735,35.04512248,8.057584873,4654,9.6,6072,5488,6154,590,5820,584,5518,6108,536,5645,6181,7.3,7.9,5397,8.7,423,365,237,5792,223,5721,5944,302,5762,6064,413,5812,6225,6303,5916,5667,456,5811,6267,7.8,492,5555,5811,386,5492,5878,487,6281,6,6,7,9,0,1,0,4,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,6,1,0,0,0,1,0,1,1,0,1,1,0
29135,MO,Moniteau,57047,22445,15.3,11.7,4.346335778,2.295982031,592,1723,-0.334,3.238,16132,-0.122,3.36,0.762,5.26,-1.41,4.49,0.225634808,37.6,25.16,13.8,90.73,3.72,0.31,0.35,3.75,1.19,4.46,4.13,4.35,-6.9,34.71,-1.06,14160,580,48,54,586,186,1.247023437,0.056398045,0.795839078,1.889263,15.7934343,42.33844417,17.97573135,4.919574828,18.97281535,2.73,8.193041526,11.50392817,76.5993266,199,15958,0.031332247,1911,4501,1679,10631,2017,5346,0.200526382,523,9,101,615,4095,438,5346,0.958766763,153,0,0,5,32,127,415.03,2153,15607,3926,33.5,666.5,-209.5,15669,15742,15626,15809,15706,119,525,15873,15991,16047,-19,16186,15605,3,2.9,3.6,4.3,4.9,6,8.4,4.6,4.8,0.3,-0.62,-5.17,4.692922891,0.120718274,10.45722046,10.24596348,15.76882451,4.979628791,1.659876264,6.428248076,32.08088124,13.56571601,6627,7.7,7374,6809,7325,625,7419,565,6772,7397,609,6850,7459,5.5,6.6,7010,8.2,409,364,216,7313,214,7076,7290,266,7111,7377,325,7158,7483,7318,7033,6841,442,6942,7384,6.4,465,7097,6853,346,7141,7487,484,7397,3,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0
29137,MO,Monroe,46216,24625,22.5,13.6,4.702157598,7.259337191,418,1158,0.093,-1.616,8644,-1.616,0,0,-5.06,-4.41,-0.03,0.139350413,13.65,23.31,18.64,94.34,2.98,0.31,0.25,0.96,1.23,-4.89,-26.33,145.45,-40.54,63.46,49.32,8340,263,27,22,85,109,0.531546106,0.231107003,0.150219552,0.275330396,10.51943809,48.30120876,21.00620712,7.334204508,12.83894152,2.34,10.15969163,13.13325991,74.36674009,46,8654,0,1286,2957,644,6122,786,3632,0.150219552,449,20,10,477,2701,369,3632,0.150219552,13,0,0,0,13,13,647.65,1648,8840,2061,13,-2.5,-411,8692,8770,8786,8737,8683,0,0,8637,8633,8596,-142,8636,8844,4.2,3.5,4.3,4.8,5.2,6.4,12.3,5.7,2.71,-2.93,-9.53,-11.92,6.032482599,0.05155968,5.877803558,19.85047693,15.00386698,6.986336685,1.056973447,3.944315545,35.49883991,5.697344676,3879,9.9,4093,3689,4060,505,4344,404,3613,4118,547,3685,4232,7,7.7,4041,12.9,303,220,161,3872,139,3823,3962,174,3904,4078,202,3967,4169,4111,3989,3749,268,3918,4186,7.3,301,3711,3810,249,4102,4351,311,4209,9,9,9,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0
29139,MO,Montgomery,48951,22980,21.5,14.3,8.593189964,15.06849315,524,1591,0.548,-5.374,11551,-3.523,-1.851,0.262,0.82,-3.38,-0.25,0.164731077,22.82,23.32,18.68,95.15,1.63,0.25,0.18,1.41,1.49,0.4,-18.78,3.33,-24.14,82.98,17.42,11642,199,31,22,172,182,0.701602425,0.043308792,0.398440883,0,15.84037214,44.75455992,18.52123883,7.161219243,13.72260987,2.29,11.42915559,11.85851564,70.78307095,81,11545,0,1513,3656,1294,8169,1121,4891,0.2078822,585,5,0,580,3462,559,4891,0.450411434,52,0,0,0,24,46,536.25,2286,12236,2853,20,-30.5,-410.5,11965,11847,12207,11718,12202,32,-226,11572,11447,11378,-430,11488,12224,3.1,2.9,3.3,4.6,5,5.9,11.1,5.5,3.42,0.47,-3.99,-7.17,5.903398927,1.470880541,11.42913934,16.91512622,12.28384019,4.631286027,0.397535281,4.730669847,34.26754124,7.970582389,5031,9.9,5954,5363,5806,673,6124,591,5374,6047,721,5388,6109,7.2,7.9,5685,11.8,439,284,180,5738,163,5532,5695,185,5481,5666,263,5495,5758,5720,5421,5350,336,5351,5687,7.2,412,5558,5308,334,5789,6123,456,5705,6,4,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,1,1,0,0
29141,MO,Morgan,45276,21265,26,16.3,11.26032534,16.43744454,1185,3250,1.043,0.409,20627,1.864,-1.455,-0.17,6.5,5.64,-0.27,0.238453165,34.41,22.05,22.05,95.18,0.6,0.36,0.55,1.77,1.77,4.71,26.8,257.14,-5.04,126.71,54.24,19573,123,75,113,365,364,0.690271639,0.322788896,0.029795898,0.580270793,20.69571328,40.06324666,19.36050597,7.013352073,12.86718201,2.55,10.18697614,14.72598324,77.64023211,139,20137,0.04965983,2755,5701,2945,14230,1831,7755,0.218503253,998,65,45,1142,6021,790,7755,0.029795898,6,0.069523762,14,10,44,6,597.63,4535,20565,4534,46,-52.5,1087.5,20082,20122,20543,20074,20378,-35,-299,20065,20089,20162,383,20414,20567,4.3,4.2,4.9,5.9,6.8,8.7,14.5,6.2,13.95,1.82,-11.21,-22.08,4.750271444,0,7.681867535,15.35016287,19.29967427,6.134636265,0.746471227,4.953854506,35.2062975,5.876764387,7368,12.6,7874,6878,7810,1160,9344,996,6824,7984,1168,8129,9297,7.5,9.9,8640,12.6,704,545,351,8127,335,7637,7972,388,7570,7958,469,7511,7980,7850,7528,7034,691,7276,7967,9.5,742,7776,7108,576,8758,9334,776,8073,8,7,8,6,0,1,0,5,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,6,1,0,0,0,0,1,0,1,0,1,1,1
29143,MO,New Madrid,38093,20638,26.6,18.3,9.581148816,14.22563088,1048,3089,-1.135,-9.813,17076,-8.984,-0.829,0,-4.07,-11.58,0.42,0.002543623,28.09,23.81,16.06,81.14,15.74,0.4,0.21,1.13,1.46,-5.9,-1.36,188.46,21.21,16.94,78.06,15380,2983,75,40,214,276,0.482847678,0.196507776,0.258267363,0.013676149,21.95956961,44.30224976,17.23182263,3.782197587,12.72416042,2.39,16.99945295,14.12746171,61.76148796,86,17811,0,2114,5435,2694,12268,1561,7312,0.028072539,464,35,1,1033,4516,1243,7312,0.258267363,46,0,0,0,5,46,674.84,3045,18956,4514,0.5,83,-2276.5,18471,18316,18934,18229,18764,0,-157,18067,17839,17544,-1701,17272,18940,4.3,4.7,6.5,9.3,6.2,7.4,10,6.9,6.4,2.87,-5.17,-10.88,5.602536998,0.075505889,5.813953488,18.69525823,13.15312594,5.028692238,0.588945938,4.137722742,40.60706735,6.297191181,6622,9.7,8236,7436,8134,819,8920,800,7406,8225,790,7688,8478,7.1,8.1,8283,9.3,637,535,356,8236,376,7660,8036,525,7494,8019,768,7488,8256,8286,8043,7479,628,7837,8465,7.8,648,7880,7638,614,8310,8924,655,8578,7,9,7,9,0,1,0,3,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,3,1,0,0,1,1,0,1,1,0,0,1,0
29145,MO,Newton,49220,26996,22.5,16,4.857102879,6.183796164,3029,9144,0.134,0.101,58236,-1.253,1.354,0.208,10.41,3.73,4.02,0.50665098,93.02,25.4,15.24,87.7,0.74,1.3,2.21,4.37,3.07,4.78,43.96,356.63,12.51,121.19,54.05,50967,429,758,1286,2537,1787,3.230129549,0.276622796,0.788632693,1.208011496,13.29464993,34.41629815,24.1686051,8.417473991,19.70297283,2.57,8.505478714,10.90353871,70.79216813,1880,58202,0.092780317,9455,13464,5201,39121,7708,22268,0.953575479,3293,161,269,2428,15764,1894,22268,1.431222295,833,0.001718154,1,54,555,459,624.76,8857,58114,14762,267,2116,1965.5,58637,58378,58177,58127,58563,121,788,58138,58178,58191,-729,58158,58118,3.3,3,3.6,4.4,4.6,5.4,9,4.7,1.23,0.84,-0.16,-1.38,2.760701911,0.063335941,6.672627696,17.75641742,15.75947245,8.177787713,1.460452293,3.118363697,40.81442569,3.416415186,26841,8,28981,26668,29400,2584,27618,2313,26175,28759,2247,25504,27751,5.5,6.2,26088,8.1,1530,1303,894,27392,810,26277,27087,992,26407,27399,1235,27031,28266,28942,27126,27590,1536,26903,28439,6,1744,26498,27198,1315,26541,27856,1810,28429,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0
29147,MO,Nodaway,46698,22151,13.8,19.8,11.0625835,9.562084257,463,3715,-0.589,-5.594,22092,-6.555,0.961,0.453,6.65,0.15,1.98,1.061789286,26.65,18.24,13.17,93.63,2.41,1.61,0.18,1.29,0.93,3.86,91.5,99.47,-18,94.84,33.13,21881,563,377,41,302,217,2.30629352,0.239499712,0.168536834,0.712990937,7.52688172,38.55721393,21.02391269,5.079441502,27.81255015,2.34,7.480362538,9.643504532,57.61933535,520,22547,0.235064532,2620,4805,938,12462,3466,8275,1.268461436,633,54,59,798,4768,619,8275,0.29715705,67,0.057657338,13,53,286,38,876.96,3077,23370,4263,232.5,432.5,32.5,23327,23151,23401,22981,23433,106,225,22625,22455,22401,-1534,22223,23373,3,2.9,3.6,4.7,4.9,6.8,7.2,3.7,-4.04,1.1,-13.52,-9.87,3.851021515,0.099439523,3.959500994,14.03905261,14.25601157,1.844151148,1.925510758,3.073585247,53.98662086,2.965105767,11062,6.9,11602,10805,11730,849,12871,797,10909,11758,812,11923,12735,4.2,5.6,12328,6.4,543,543,322,10790,306,10354,10660,380,10288,10668,508,10361,10869,11357,10467,11077,758,10345,11103,6.5,743,10468,10614,471,12104,12575,653,11010,6,5,6,5,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,1,0,0
29149,MO,Oregon,32720,18103,37.7,23.8,12.80552094,24.79820628,874,2468,-0.275,-3.713,10529,-2.286,-1.427,-0.192,5.19,2.26,-1.67,0.06778348,13.78,22.3,19.79,95.64,0.14,0.29,1.06,1.2,1.68,7.33,50,128.57,-61.02,15.93,-19.38,10407,15,32,115,131,183,1.430040191,0.476680064,0.102813347,0,18.17822304,40.21882415,21.48694964,7.869760084,12.24624308,2.45,7.754817739,17.64569306,75.89969817,153,10699,0,1630,3051,1379,7586,929,4307,0.467333396,597,51,0,760,3269,334,4307,0.102813347,11,0,0,0,50,11,789.8,2153,10881,2426,7,-172.5,233,10966,10927,10935,10823,11044,-21,-156,10850,10746,10553,-250,10558,10881,3.9,3.4,4.6,6,6.3,7.5,11.1,5.2,4.74,0.37,-11.44,-15.45,7.912087912,0.073260073,3.760683761,14.65201465,10.25641026,9.572649573,1.88034188,3.663003663,45.90964591,2.31990232,4095,9.8,4063,3665,4052,456,4574,398,3651,4107,427,4237,4664,5.9,7.9,4306,9.2,268,264,157,3981,135,3810,3945,184,3841,4025,247,3874,4121,4137,3897,3733,311,3834,4145,8,329,3824,3808,236,4318,4554,319,4161,9,10,9,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,1,1,1,0,1,0
29151,MO,Osage,58855,26037,10.1,9.2,3.476497973,4.497269515,316,1222,-0.271,-2.086,13615,-3.33,1.244,0.05,6.25,0.91,4.14,0.084446492,22.96,24.74,14.97,98.39,0.2,0.1,0.21,0.61,0.48,6.44,75,40,-6.45,9.09,-36.54,13654,28,14,29,84,66,0.132168294,0,0.058741464,0.508507725,10.11260286,43.86097878,17.54006063,9.571242962,18.91511477,2.61,5.652258948,10.03324858,83.29747702,18,13619,0,1620,4051,934,9236,1747,5113,0.066084147,884,0,26,513,4259,289,5113,0.058741464,8,0.007342683,1,0,9,8,604.35,2077,13878,3433,11,539.5,118,13846,13677,13905,13638,13908,7,173,13538,13613,13658,-463,13652,13909,2.4,2.4,3,3.4,3.8,4.7,6.9,4.7,-0.22,0.59,-1.24,-1.03,3.432985267,0.028608211,8.99728222,19.11028465,12.80217422,3.933628952,1.044199685,5.077957374,32.37019024,13.20268917,6991,6.2,7424,6965,7334,516,7408,459,6951,7467,495,6837,7332,6.2,5,6952,6.8,456,269,170,7106,167,6895,7062,212,6920,7132,246,6992,7238,7207,6887,6965,337,6890,7227,5,359,6936,6848,348,7023,7371,369,7156,3,2,3,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
29153,MO,Ozark,34367,18818,33.2,22,10.42539123,15.45667447,548,1962,1.147,-5.869,9174,-2.052,-3.817,-0.185,1.9,-0.38,-2.23,-0.026227444,13.05,20.05,23.44,96.54,0.11,0.13,0.6,1.32,1.39,1.49,-21.43,62.5,-1.69,42.22,3.85,9387,11,13,58,128,135,0.617150282,0.032481594,0.075790385,0,17.05797101,44.62318841,20.66666667,5.449275362,12.20289855,2.2,6.298262548,15.08204633,77.00289575,57,9236,0,1426,3079,1177,6900,842,4144,0.346470333,376,3,0,625,3191,261,4144,0.075790385,7,0.05413599,5,0,32,7,744.97,2279,9723,1949,-2.5,-213,-36,9593,9503,9746,9439,9647,-18,-372,9364,9199,9227,-200,9070,9728,5.8,5.1,5.8,7.3,8,9,11.7,5.2,1.1,-1.74,-22.7,-23.55,7.613889774,0.095571838,11.72347881,18.06307741,14.01720293,3.950302644,0.414144632,5.320165658,36.66772858,2.134437719,3139,11.8,3580,3157,3595,423,4408,423,3179,3602,366,4138,4504,6.1,10.2,4141,8.1,267,291,198,3412,175,3271,3446,207,3369,3576,264,3372,3636,3677,3355,3230,329,3337,3666,10.3,380,3214,3297,230,4158,4388,365,3646,9,10,9,10,0,1,0,5,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,1,1,0,0,1,0
29155,MO,Pemiscot,31831,19876,44.5,29.1,8.726076555,12.59515571,1827,4664,-2.774,-13.449,15805,-14.961,1.511,-0.329,-8.73,-13.28,4.15,0.411266201,37.15,27.51,14.72,69.64,26.67,0.22,0.2,1.86,1.48,-10.55,-6.73,-24.07,-19.57,8.25,59.41,12741,4879,41,37,341,271,0.469731666,0.046973167,0.311197229,0.146092038,22.92947559,41.25678119,17.94755877,5.777576854,12.08860759,2.46,21.1687363,13.0898466,53.76186998,80,17031,0.046973167,1985,4563,2536,11060,1337,6845,0,639,8,10,896,3680,1449,6845,0.352298749,60,0.011743292,2,8,0,53,492.54,2693,18296,5034,82.5,832.5,-2664,18075,17774,18261,17564,18185,-60,276,17410,17060,16783,-2732,16256,18287,5,5.4,7.4,8.9,9.1,9.3,12.4,6.6,-4.41,1.09,-20.42,-16.75,6.01540731,0,3.2125881,20.88182265,11.58826422,4.802491395,0.344205868,5.474512375,42.69791837,4.982789707,6101,11.6,7194,6356,7109,899,8253,838,6322,7221,1002,7515,8517,7.4,9.6,7640,11.8,613,639,321,6364,341,5978,6319,487,6085,6572,626,6418,7044,7102,6401,6425,661,6439,7100,10.3,734,6043,6368,536,7594,8130,684,7040,7,9,7,9,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,6,1,0,0,0,1,0,1,1,1,0,1,0
29157,MO,Perry,53871,24710,14.9,10.9,4.636184596,7.830923248,648,2040,-0.716,1.046,19136,-0.074,1.119,0.248,4.63,1.1,3.5,0.278482409,39.99,25.1,15.6,96.46,0.37,0.45,0.24,1.68,0.9,3.16,112.12,-27.35,7.14,241.94,60.38,18299,70,85,45,318,170,1.086388802,0.172359762,0.261151154,0.486522025,12.48277973,44.69615797,20.06735038,6.77330476,15.98040716,2.47,9.29651545,10.17751479,74.55621302,208,19146,0,2622,5840,1631,13066,2088,7605,0.391726731,885,33,37,774,5670,707,7605,0.370834639,71,0.026115115,5,0,75,50,474.35,2960,18971,4762,50.5,634,199.5,19001,19053,18938,19118,19008,47,212,19068,19216,19262,-14,19274,18971,2.6,2.3,2.6,3.6,4.2,5.4,7.2,3.9,7.44,-1.49,-2.05,-8.83,3.975601786,1.263478924,7.493737066,25.11708964,12.44962422,4.378607995,0.914933014,5.358893367,36.78248557,2.265548415,9181,6.7,9873,9216,10008,713,10440,657,9122,9835,747,9846,10593,4.6,5.1,9955,7.1,485,431,264,10065,234,9949,10183,268,9866,10134,360,9735,10095,10138,9775,9495,559,9723,10282,5.4,551,9801,9587,410,10006,10416,513,10206,6,6,7,9,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,0,1,0,1,0,0
