geoid,name,year,total_est,total_se,aian_est,aian_se,api_est,api_se,asian_est,asian_se,black_est,black_se,hisp_est,hisp_se,nhisp_est,nhisp_se,nhopi_est,nhopi_se,nhwhite_est,nhwhite_se,nnhwhite_est,nnhwhite_se,other_est,other_se,othermore_est,othermore_se,twomore_est,twomore_se,white_est,white_se
05000US18109,"Morgan County, Indiana",2014,20.073097,3.0365493,,,,,,,,,,,,,,,19.852814,3.0794537,35.039371,270.62506,,,,,,,19.748674,3.063772
05000US18109,"Morgan County, Indiana",2015,20.96961,2.7635732,,,,,,,,,,,,,,,19.863478,2.7879198,69.382713,27.508371,,,,,,,21.024931,2.7683146
05000US18109,"Morgan County, Indiana",2016,19.930407,3.1245482,,,,,,,,,,,,,,,20.143805,3.0991695,14.749661,111.58236,,,,,,,20.626038,3.2305126
05000US18109,"Morgan County, Indiana",2017,19.019983,3.0768108,,,,,,,,,,,,,,,18.177925,3.1543713,56.216217,101.34133,,,,,,,17.999516,3.1261072
05000US18127,"Porter County, Indiana",2009,19.917168,1.7421324,,,,,,,44.876324,25.282431,22.458715,9.1692839,19.744078,1.9665625,,,18.831406,1.7275237,29.136129,20.61467,,,,,,,18.909264,1.7171628
05000US18127,"Porter County, Indiana",2010,23.119959,2.2715433,,,,,,,52.953022,15.75821,43.786777,13.588119,21.627634,2.6612713,,,20.39072,2.1849711,42.802448,21.67804,,,,,,,22.247917,2.2105
05000US18127,"Porter County, Indiana",2011,24.514126,2.1414051,,,,,,,,,,,,,,,22.662289,2.1722033,41.982368,26.418396,,,,,,,22.225666,2.1177025
05000US18127,"Porter County, Indiana",2012,20.832958,1.8805349,,,,,,,37.234772,17.778397,38.110855,9.9420624,19.564013,2.1739419,,,19.188784,1.8516275,33.105412,19.180449,,,,,,,20.347946,1.9356635
05000US18127,"Porter County, Indiana",2013,22.064161,1.9855101,,,,,25.816996,45.36628,29.146757,12.920974,40.147205,13.655607,20.748655,2.3742826,,,20.122263,1.9974457,37.309238,21.587328,,,,,,,21.165968,2.0647895
05000US18127,"Porter County, Indiana",2014,22.580067,1.8196747,,,,,,,68.800644,17.11574,10.657051,5.2961483,23.673,2.025799,,,22.624353,2.0116844,22.28195,19.55521,,,,,,,21.753448,1.9151062
05000US18127,"Porter County, Indiana",2015,23.518908,2.6028302,,,,,,,46.849758,17.926325,26.284584,10.092381,23.278214,2.9669898,,,22.612017,2.5191226,29.941542,27.176519,,,,,,,22.996307,2.557229
05000US18127,"Porter County, Indiana",2016,24.136208,2.1440034,,,,,,,,,50.959755,10.551452,22.012209,2.5257218,,,21.829105,2.3386438,41.849007,23.007172,,,,,,,24.015522,2.2425973
05000US18127,"Porter County, Indiana",2017,24.636736,2.3469672,,,,,,,66.466736,16.126911,32.11721,9.6939535,24.000196,2.6914282,,,21.234186,2.4024081,45.555557,19.820307,,,,,,,21.387325,2.4016538
05000US18141,"St. Joseph County, Indiana",2009,27.379925,1.8375378,,,,,,,57.272346,6.7379446,40.183281,7.8236632,26.626465,2.0130119,,,22.437378,1.8489563,48.315151,10.080827,57.86026,15.447873,50.533806,11.262746,39.016018,14.807838,22.619728,1.8230869
05000US18141,"St. Joseph County, Indiana",2010,27.125803,1.5697924,,,,,42.812824,18.167486,65.545303,4.6386247,32.190323,7.3422203,26.817631,1.730505,,,20.309937,1.9035224,52.774151,7.9088016,,,,,,,20.7754,1.8091319
05000US18141,"St. Joseph County, Indiana",2011,27.416197,1.4874227,,,,,27.540985,13.955486,56.784374,5.2087803,39.639412,7.7302942,26.645643,1.6749796,,,21.40143,1.759552,48.835773,5.8414531,41.954021,15.317642,46.023415,10.742352,51.24424,14.521106,21.69422,1.6662933
05000US18141,"St. Joseph County, Indiana",2012,26.59243,1.5029246,,,,,,,61.845596,5.9418473,28.398418,5.9588747,26.473463,1.6515973,,,21.564926,1.5316691,46.826313,7.531868,21.997982,7.0402293,39.6236,8.6047249,57.53846,14.450389,21.85638,1.5449431
05000US18141,"St. Joseph County, Indiana",2013,29.804499,1.2511201,,,,,35.420238,13.528071,72.001099,5.4126153,32.313763,5.8412318,29.634338,1.3980594,,,23.311018,1.4759279,54.716267,4.0354791,32.911392,7.8289418,36.567982,6.6131859,43.348984,11.948441,23.425337,1.4087188
05000US18141,"St. Joseph County, Indiana",2014,27.757957,1.5932665,,,,,8.5889568,13.054602,62.81258,5.3746195,32.831703,6.7085834,27.43256,1.7549604,,,22.244835,1.6382773,48.166309,7.6583676,,,,,35.356201,11.360032,22.67465,1.6644763
05000US18141,"St. Joseph County, Indiana",2015,26.757231,1.4714493,,,,,,,66.110565,5.5809212,39.75433,7.0573316,25.967995,1.6342089,,,20.108521,1.5414742,52.58392,6.1926522,34.854015,14.459513,44.730679,10.532837,62.418301,12.16258,21.120953,1.5003341
05000US18141,"St. Joseph County, Indiana",2016,25.102097,1.5178796,,,,,,,61.768456,5.5817289,14.811518,4.928772,25.70397,1.6211292,,,21.311745,1.7793913,39.911469,8.9955111,,,,,,,21.189993,1.7498335
05000US18141,"St. Joseph County, Indiana",2017,26.886786,1.7083298,,,,,9.7536945,15.7087,66.302467,7.0264316,33.206879,6.5300741,26.465481,1.8828962,,,20.975786,1.8940915,48.586193,8.1552067,,,,,31.92,9.5577011,21.493792,1.8644531
05000US18157,"Tippecanoe County, Indiana",2009,22.415003,2.3829932,,,,,5.5377207,14.242426,79.400749,22.807564,38.771595,12.923482,21.398539,2.6844697,,,19.72896,2.3390162,38.599606,19.94669,,,,,51.453487,18.291069,20.757713,2.4976149
05000US18157,"Tippecanoe County, Indiana",2010,23.364634,2.0869813,,,,,22.291798,9.885253,40.944881,15.612681,30.531322,8.3238554,22.853914,2.3219814,,,22.079042,2.279706,30.982828,18.611984,,,,,,,22.415802,2.1674216
05000US18157,"Tippecanoe County, Indiana",2011,22.507191,2.5257115,,,,,6.5279088,12.505219,56.082291,25.236708,28.595818,11.253637,22.105974,2.8023303,,,21.242785,2.3613634,30.847866,23.706078,,,,,,,21.491554,2.3642232
05000US18157,"Tippecanoe County, Indiana",2012,24.898802,2.3636677,,,,,7.3022313,8.9495792,54.889767,15.598434,32.618828,11.191677,24.440449,2.6029763,,,23.6786,2.4738901,30.987019,17.990198,,,,,,,24.101667,2.3873351
05000US18157,"Tippecanoe County, Indiana",2013,23.061266,2.4979575,,,,,6.1598954,3.394027,,,20.359955,9.7755213,23.250322,2.7548578,,,21.646864,2.4926581,29.956774,18.345129,,,,,,,21.67337,2.4108696
05000US18157,"Tippecanoe County, Indiana",2014,25.230843,2.2770417,,,,,7.3996873,6.2957802,78.778717,17.415909,30.099503,8.3846626,24.95903,2.4593735,,,23.374199,2.4461913,35.387234,18.776876,,,,,,,23.683977,2.3430037
05000US18157,"Tippecanoe County, Indiana",2015,26.306824,2.9553447,,,,,9.2288237,9.1882725,83.558281,18.02664,28.912214,9.6293974,26.150274,3.1921,,,23.825737,2.9335527,40.342033,23.038139,,,,,,,23.921009,2.8517673
05000US18157,"Tippecanoe County, Indiana",2016,24.874359,2.3607521,,,,,21.88336,11.624979,,,26.633936,8.4580708,24.719101,2.677911,,,20.336481,2.2683706,44.082802,13.525875,,,,,,,21.044767,2.2896059
05000US18157,"Tippecanoe County, Indiana",2017,24.676674,2.5503819,,,,,4.4887781,8.959446,89.624573,7.5721488,52.218117,13.957045,22.273008,3.0994656,,,19.771437,2.3613253,49.542248,15.811102,,,,,,,22.475714,2.7107923
05000US18163,"Vanderburgh County, Indiana",2009,25.771566,2.0791256,,,,,,,72.571426,7.2851129,,,,,,,20.760681,2.0061486,70.273941,11.980438,,,,,,,21.268847,2.0065625
05000US18163,"Vanderburgh County, Indiana",2010,33.693081,2.169436,,,,,,,64.799255,9.6345949,,,,,,,30.703884,2.27053,53.724789,19.255636,,,,,,,30.792427,2.311213
05000US18163,"Vanderburgh County, Indiana",2011,30.006859,2.1075425,,,,,,,66.237747,8.1004467,,,,,,,26.124796,2.0347149,64.870834,17.292528,,,,,,,26.093365,2.033891
05000US18163,"Vanderburgh County, Indiana",2012,30.020025,2.2237713,,,,,,,61.438263,10.562605,,,,,,,27.443773,2.1946981,47.512566,19.107357,,,,,,,27.275902,2.1746848
05000US18163,"Vanderburgh County, Indiana",2013,25.837814,1.8557565,,,,,,,78.284958,4.0173988,,,,,,,20.764017,1.9969364,61.909111,8.2848425,,,,,,,21.097748,1.9992659
05000US18163,"Vanderburgh County, Indiana",2014,28.662348,2.2006302,,,,,,,68.442764,7.2356172,,,,,,,24.889856,2.2003767,56.141357,16.79229,,,,,72.151901,20.318081,24.621891,2.1744161
05000US18163,"Vanderburgh County, Indiana",2015,25.686628,1.8848724,,,,,,,39.653179,7.7108712,,,,,,,24.685152,2.0685561,33.263596,21.014868,,,,,,,24.947584,2.0476608
05000US18163,"Vanderburgh County, Indiana",2016,32.433475,2.2813582,,,,,,,54.53154,7.522325,,,,,,,29.541653,2.4797976,53.943336,21.623993,,,,,53.052322,21.761248,29.986244,2.505652
05000US18163,"Vanderburgh County, Indiana",2017,26.758221,2.0473132,,,,,,,66.454277,9.7290716,42.647057,23.602276,26.465273,2.1397066,,,22.855852,2.0108593,56.694881,15.003106,,,,,72.699387,25.74511,23.31633,1.9898434
05000US18167,"Vigo County, Indiana",2009,28.300539,3.3925698,,,,,,,57.21616,16.525871,,,,,,,26.95009,3.4076791,43.01701,51.745308,,,,,,,27.048979,3.3873484
05000US18167,"Vigo County, Indiana",2010,26.338091,2.896632,,,,,,,38.255978,16.286709,,,,,,,25.958767,3.0046725,30.368244,45.244408,,,,,,,25.835526,2.9758887
05000US18167,"Vigo County, Indiana",2011,30.143112,2.6251168,,,,,,,72.337746,14.413807,,,,,,,25.524811,2.8541646,68.586174,53.465073,,,,,,,26.93849,2.7042363
05000US18167,"Vigo County, Indiana",2012,26.98065,2.6233737,,,,,,,,,,,,,,,27.556519,2.8393905,20.469296,46.567612,,,,,,,27.897108,2.8178463
05000US18167,"Vigo County, Indiana",2013,23.495293,2.2995074,,,,,,,73.439995,27.557737,,,,,,,21.101635,2.1028614,48.259418,8.1871586,,,,,,,20.940443,2.077462
05000US18167,"Vigo County, Indiana",2014,31.669664,2.6564085,,,,,,,78.43512,16.29743,,,,,,,28.421139,2.674058,60.131676,26.85577,,,,,,,28.348021,2.6478329
05000US18167,"Vigo County, Indiana",2015,30.018871,2.5038946,,,,,,,54.899895,14.301546,,,,,,,30.086956,2.8023994,29.273182,43.154736,,,,,,,29.694206,2.7514191
05000US18167,"Vigo County, Indiana",2016,32.05315,2.9970767,,,,,,,,,,,,,,,30.232265,3.0616391,50.845253,40.052559,,,,,,,30.07806,3.0437832
05000US18167,"Vigo County, Indiana",2017,34.362095,3.2721837,,,,,,,70.564514,10.732386,,,,,,,33.358116,3.7251871,45.329948,52.790947,,,,,48.534203,29.90731,33.151699,3.6949501
05000US18177,"Wayne County, Indiana",2009,32.358166,3.4131479,,,,,,,71.680382,20.095663,,,,,,,30.433804,3.2924984,56.896549,51.903481,,,,,,,30.520136,3.322953
05000US18177,"Wayne County, Indiana",2010,29.606226,3.4666941,,,,,,,,,,,,,,,29.357443,3.5422392,33.418583,76.894447,,,,,,,29.809072,3.6186509
05000US18177,"Wayne County, Indiana",2011,33.218266,3.5862844,,,,,,,,,,,,,,,30.071598,3.4713838,61.082478,38.618965,,,,,64.731651,14.467027,31.052151,3.4573123
05000US18177,"Wayne County, Indiana",2012,26.216215,2.6216424,,,,,,,54.253311,24.31789,,,,,,,25.145985,2.8682153,41.74844,47.056458,,,,,,,25.344267,2.8656938
05000US18177,"Wayne County, Indiana",2013,26.723513,2.992583,,,,,,,64.555763,22.200878,,,,,,,24.513401,2.7859619,45.810955,28.761185,,,,,,,24.271904,2.7497182
05000US18177,"Wayne County, Indiana",2014,27.207867,2.6925874,,,,,,,,,,,,,,,25.652254,2.7227659,50.221832,42.583595,,,,,,,27.069483,2.7316632
05000US18177,"Wayne County, Indiana",2015,34.238632,3.6763401,,,,,,,,,,,,,,,32.801674,3.1938686,54.461819,55.895145,,,,,,,33.238083,3.2703831
05000US18177,"Wayne County, Indiana",2016,27.405422,3.1722796,,,,,,,52.564102,22.110712,,,,,,,26.408541,3.280823,39.935326,54.252098,,,,,,,26.497475,3.2450583
05000US18177,"Wayne County, Indiana",2017,27.995131,3.2689981,,,,,,,72.413788,30.288633,,,,,,,26.312817,3.2237604,48.401825,47.974426,,,,,,,26.217228,3.2009587
05000US19013,"Black Hawk County, Iowa",2009,24.834705,2.5333085,,,,,,,55.266182,8.7804365,,,,,,,20.690954,2.6082971,49.484535,20.11553,,,,,,,21.365818,2.7269456
05000US19013,"Black Hawk County, Iowa",2010,25.835749,2.0608923,,,,,,,71.020248,10.295079,,,,,,,21.726135,2.4322102,57.044006,18.088318,,,,,,,21.476437,2.4041173
05000US19013,"Black Hawk County, Iowa",2011,19.867016,1.8710945,,,,,,,58.59441,8.5172625,,,,,,,16.189007,1.8995523,46.454182,16.542126,,,,,,,16.506704,1.9329515
05000US19013,"Black Hawk County, Iowa",2012,23.679575,2.4474781,,,,,,,63.042683,11.20761,,,,,,,20.018681,2.0935891,45.668758,17.863684,,,,,,,20.150475,2.0518405
05000US19013,"Black Hawk County, Iowa",2013,23.533621,2.0287881,,,,,,,49.057999,8.695591,32.799999,15.871965,23.222033,2.1713676,,,20.677557,2.0496032,41.422497,17.039667,,,,,,,21.13978,2.0872436
05000US19013,"Black Hawk County, Iowa",2014,25.566971,2.247241,,,,,,,55.086433,8.1179733,69.108276,15.076033,24.243109,2.3993537,,,20.456652,2.2106328,53.447926,15.014575,43.661972,28.01815,,,,,21.763956,2.2179565
05000US19013,"Black Hawk County, Iowa",2015,23.642485,2.0233114,,,,,,,58.557926,7.2778292,,,,,,,18.955278,1.9452957,52.019531,12.333861,,,,,,,19.286755,1.9975297
05000US19013,"Black Hawk County, Iowa",2016,22.845827,2.4392033,,,,,,,67.046707,10.031563,,,,,,,17.979368,2.4516299,53.93766,18.095871,,,,,,,18.273424,2.4230719
05000US19013,"Black Hawk County, Iowa",2017,23.018976,2.1749091,,,,,,,67.409576,9.1123562,,,,,,,18.437534,2.3048306,47.145958,14.76301,,,,,,,19.16,2.3422232
05000US19049,"Dallas County, Iowa",2010,17.279411,2.5590651,,,,,,,,,,,,,,,17.04698,2.866672,20.26251,50.436157,,,,,,,17.065924,2.8489714
05000US19049,"Dallas County, Iowa",2011,19.626072,3.8445103,,,,,,,,,55.183949,27.528378,18.505638,4.1039014,,,19.489456,4.0870748,21.208227,67.357765,,,,,,,20.81144,4.0545278
05000US19049,"Dallas County, Iowa",2012,15.95218,2.0595725,,,,,,,,,,,,,,,14.764478,2.045047,27.498589,26.654383,,,,,,,15.66958,2.1040475
05000US19049,"Dallas County, Iowa",2013,19.77109,2.9082837,,,,,,,,,63.485481,31.251738,18.054424,3.3626227,,,18.090248,3.1140318,34.507404,36.930435,,,,,,,19.347385,3.2345386
05000US19049,"Dallas County, Iowa",2014,12.348692,2.1255965,,,,,,,,,,,,,,,12.404078,2.2531588,11.796832,32.424652,,,,,,,12.890095,2.2193534
05000US19049,"Dallas County, Iowa",2015,14.498798,2.16927,,,,,,,,,,,,,,,14.386169,2.2779963,15.95092,41.778553,,,,,,,14.493203,2.2504725
05000US19049,"Dallas County, Iowa",2016,16.255106,2.7316239,,,,,,,,,,,,,,,17.325373,3.02953,8.517952,31.967884,,,,,,,17.370319,2.9469333
05000US19049,"Dallas County, Iowa",2017,13.821037,2.2990015,,,,,,,,,,,,,,,12.645282,2.4712589,23.692427,28.14039,,,,,,,13.833867,2.5089178
05000US19061,"Dubuque County, Iowa",2009,19.646688,2.5895481,,,,,,,,,,,,,,,18.668488,2.7121108,35.503353,52.790134,,,,,,,18.286896,2.6623442
05000US19061,"Dubuque County, Iowa",2010,19.351187,2.2762089,,,,,,,,,,,,,,,18.647026,2.1992171,32.765614,57.449184,,,,,,,18.524002,2.1814413
05000US19061,"Dubuque County, Iowa",2011,15.213082,1.7388426,,,,,,,,,,,,,,,14.833906,1.8076427,20.88274,37.321396,,,,,,,14.546162,1.7736958
05000US19061,"Dubuque County, Iowa",2012,22.839279,2.2827528,,,,,,,,,,,,,,,21.294579,2.3904912,50.780033,51.177494,,,,,,,21.553049,2.3928554
05000US19061,"Dubuque County, Iowa",2013,23.089848,2.3305361,,,,,,,,,,,,,,,21.914045,2.4621646,44.543247,56.649654,,,,,69.095474,30.339178,21.913633,2.3286881
05000US19061,"Dubuque County, Iowa",2014,19.421841,2.1513972,,,,,,,,,71.522308,24.638084,17.903713,2.3559358,,,17.241655,2.0481243,48.155956,33.754463,,,,,,,18.820005,2.2136717
05000US19061,"Dubuque County, Iowa",2015,21.100225,2.4755559,,,,,,,58.945908,22.274616,,,,,,,19.969551,2.5253844,38.162094,50.472313,,,,,,,20.046247,2.5027196
05000US19061,"Dubuque County, Iowa",2016,16.523806,1.9567424,,,,,,,,,,,,,,,15.387122,1.8849919,41.599281,49.195789,,,,,,,15.197715,1.8619752
05000US19061,"Dubuque County, Iowa",2017,21.634218,2.3354986,,,,,,,,,,,,,,,19.705141,2.2379003,57.120003,43.234142,,,,,,,19.696447,2.2245433
05000US19103,"Johnson County, Iowa",2009,19.813215,2.79194,,,,,14.945652,15.251453,,,,,,,,,18.265333,2.864357,29.539295,26.253315,,,,,,,18.037102,2.8127728
05000US19103,"Johnson County, Iowa",2010,18.879513,2.2870476,,,,,7.8396173,10.153529,52.682407,26.21446,19.002375,7.5542622,18.875681,2.370281,,,18.369057,2.2955048,21.961081,20.845814,,,,,16.992188,31.525055,18.470535,2.2252572
05000US19103,"Johnson County, Iowa",2011,21.391993,2.835005,,,,,10.036496,5.4438014,77.777779,25.191051,37.635056,11.752095,20.405411,3.115072,,,19.184204,3.0845473,33.519302,23.098179,,,,,,,19.835167,3.0984302
05000US19103,"Johnson County, Iowa",2012,22.805017,2.3025177,,,,,23.38063,11.197016,41.494194,13.864009,,,,,,,19.792406,2.5202312,37.054321,16.275089,,,,,,,20.662701,2.591331
05000US19103,"Johnson County, Iowa",2013,19.171566,2.7248046,,,,,0,7.2194195,64.417572,14.404003,,,,,,,15.375805,2.5996008,42.554745,20.328417,,,,,,,16.794998,2.6894596
05000US19103,"Johnson County, Iowa",2014,22.690355,2.5395346,,,,,11.457708,9.8598747,74.277458,14.912451,43.564354,12.639624,21.709957,2.7531064,,,17.936033,2.4770248,45.462894,15.309548,,,,,,,18.967495,2.3497491
05000US19103,"Johnson County, Iowa",2015,22.737642,2.3983746,,,,,13.26053,7.7492604,72.072891,12.376526,50.857143,16.818037,21.26063,2.7345638,,,17.737108,2.2863977,46.451965,13.298923,,,,,,,18.196945,2.3320646
05000US19103,"Johnson County, Iowa",2016,17.039576,2.1974061,,,,,23.189112,11.32654,50.836617,11.655977,31.108532,18.757755,16.241316,2.5743785,,,12.356013,1.8185461,37.214687,11.36943,,,,,,,12.629146,1.8445873
05000US19103,"Johnson County, Iowa",2017,14.837536,1.8718872,,,,,17.97197,12.312373,45.365005,14.555335,21.087437,11.626593,14.548665,2.0385516,,,12.393082,1.992888,29.120392,15.183208,,,,,,,12.413336,1.9559529
05000US19113,"Linn County, Iowa",2009,23.75098,1.7153419,,,,,,,68.649887,13.345523,,,,,,,20.674162,1.7704059,59.893047,19.81563,,,,,,,20.80909,1.7857056
05000US19113,"Linn County, Iowa",2010,24.165842,1.87951,,,,,38.202248,14.105771,42.786346,13.812391,,,,,,,23.345371,1.9258523,35.29874,35.334084,,,,,,,23.442142,1.9123869
05000US19113,"Linn County, Iowa",2011,23.342485,1.7561374,,,,,,,75.412842,18.387014,40.881149,12.458803,23.019081,1.8120399,,,21.374535,1.7951196,49.225517,28.150848,,,,,56.467663,19.259911,21.35832,1.7757959
05000US19113,"Linn County, Iowa",2012,20.284657,1.7201315,,,,,,,38.10096,12.42991,62.398922,32.620384,19.679905,1.8406941,,,18.896854,1.7186221,36.416183,25.526957,,,,,,,19.600344,1.7603718
05000US19113,"Linn County, Iowa",2013,22.988207,1.9900354,,,,,,,68.508499,11.497413,,,,,,,19.632481,1.8469518,56.48698,17.140522,,,,,,,19.717276,1.8407177
05000US19113,"Linn County, Iowa",2014,22.973904,1.8315358,,,,,,,41.148777,14.610955,,,,,,,21.778395,1.8622682,34.419365,24.916748,,,,,,,22.371771,1.8176949
05000US19113,"Linn County, Iowa",2015,21.895821,1.8806136,,,,,,,39.636608,12.513616,33.283131,15.205875,21.612141,1.9699597,,,21.160627,1.8827491,29.649199,27.983871,,,,,,,21.239849,1.8342319
05000US19113,"Linn County, Iowa",2016,19.139227,1.7976735,,,,,,,53.323833,12.187272,26.762402,22.235853,19.033278,1.8518018,,,18.034758,1.7924362,30.070204,25.042545,,,,,,,18.164524,1.7792242
05000US19113,"Linn County, Iowa",2017,22.438431,1.8644823,,,,,,,34.59848,13.89256,,,,,,,21.567514,1.9315526,28.932243,20.611027,,,,,,,21.281137,1.8838685
05000US19153,"Polk County, Iowa",2009,23.195311,1.333588,,,,,15.549901,5.319139,54.156273,9.1728125,29.500235,5.4503732,22.810789,1.4582011,,,21.437244,1.4417579,34.032257,12.061696,,,,,38.870705,12.462965,21.765345,1.3846794
05000US19153,"Polk County, Iowa",2010,24.78182,1.2408276,,,,,17.742783,8.2967157,60.717808,5.1377053,46.000881,7.8199239,23.396851,1.4426727,,,21.348099,1.3522823,44.110081,9.1838274,,,,,49.871792,11.606815,22.311213,1.3760902
05000US19153,"Polk County, Iowa",2011,23.549292,1.4437231,,,,,17.053455,7.2085404,54.875885,5.5531955,38.135983,7.3992467,22.624456,1.6179245,,,20.762716,1.5457871,39.182274,11.664843,42.257359,16.065565,45.135624,11.754959,50.805588,14.596192,21.373466,1.5136763
05000US19153,"Polk County, Iowa",2012,25.706757,1.4363557,,,,,27.35182,7.6606007,54.876297,5.45436,40.82618,6.1700349,24.658503,1.6048577,,,22.246431,1.5795233,43.625423,11.20217,,,,,46.48148,9.9690771,23.126888,1.5675747
05000US19153,"Polk County, Iowa",2013,24.77564,1.327276,,,,,19.41478,6.8631163,56.652363,8.595623,39.504051,6.7012973,23.651592,1.5362277,,,21.320023,1.2793251,40.85318,8.5724888,,,,,31.028208,16.926752,22.133297,1.2933656
05000US19153,"Polk County, Iowa",2014,24.081875,1.347755,,,,,17.850325,5.221324,60.076775,7.0686564,34.278801,5.7870846,23.388342,1.4995251,,,20.652195,1.2742624,40.172482,8.925436,,,,,60.391201,15.393705,21.615942,1.2568976
05000US19153,"Polk County, Iowa",2015,26.080782,1.4070973,,,,,18.400789,4.9139681,56.60434,6.3874631,45.267914,6.9479756,24.683022,1.6103739,,,22.578079,1.6102606,41.56134,9.6944456,,,,,48.290241,11.558215,23.71727,1.5089895
05000US19153,"Polk County, Iowa",2016,26.10434,1.4250468,,,,,24.426826,6.9138021,57.140785,7.3502116,40.172298,5.4702616,25.110065,1.5870411,,,22.262924,1.6174415,44.386776,10.062881,50.249035,13.036199,54.056602,11.66732,59.067734,20.520945,23.044973,1.5998318
05000US19153,"Polk County, Iowa",2017,25.240894,1.3160162,,,,,24.811401,7.7326813,57.586597,8.0969353,48.976173,7.6498432,23.522005,1.5535744,,,20.402637,1.2823488,47.13826,7.1730962,57.742947,18.836456,59.378593,11.786057,60.765553,14.802936,21.97093,1.2791625
05000US19155,"Pottawattamie County, Iowa",2009,25.347916,2.4465139,,,,,,,,,,,,,,,23.824675,2.5336807,47.780518,44.317863,,,,,,,24.240671,2.54498
05000US19155,"Pottawattamie County, Iowa",2010,27.056366,2.41552,,,,,,,,,28.990227,27.112669,27.006472,2.5762973,,,26.576286,2.5164454,36.533562,65.270279,,,,,,,26.494032,2.4542997
05000US19155,"Pottawattamie County, Iowa",2011,24.306282,2.2541454,,,,,,,,,,,,,,,24.695618,2.3833365,20.359573,35.57605,,,,,,,24.083019,2.3156226
05000US19155,"Pottawattamie County, Iowa",2012,29.254595,2.1463876,,,,,,,,,47.85664,14.167336,28.161394,2.4482059,,,28.136835,2.2387903,43.452698,35.84034,,,,,,,29.149605,2.188642
05000US19155,"Pottawattamie County, Iowa",2013,29.873419,2.8922908,,,,,,,,,75.79023,17.119619,27.058098,3.3633389,,,25.734558,2.6206124,73.020386,31.085312,,,,,,,28.76001,2.9085033
05000US19155,"Pottawattamie County, Iowa",2014,24.295904,2.1564932,,,,,,,,,44.668991,13.771753,23.030304,2.4784148,,,23.004904,2.0859909,38.052258,29.860291,,,,,,,23.759438,2.1109145
05000US19155,"Pottawattamie County, Iowa",2015,26.135811,2.8080237,,,,,,,,,,,,,,,25.874769,2.6507797,29.214064,47.127628,,,,,,,25.733971,2.6526484
05000US19155,"Pottawattamie County, Iowa",2016,27.809614,2.5011222,,,,,,,,,51.172413,10.181548,26.26516,2.8207552,,,25.993416,2.5604901,49.367088,35.576351,,,,,,,27.670483,2.5730145
05000US19155,"Pottawattamie County, Iowa",2017,21.248795,2.0598629,,,,,,,,,57.665169,13.11537,18.57674,2.5422268,,,18.105824,1.7921325,52.060635,10.347854,,,,,,,19.484522,1.7890921
05000US19163,"Scott County, Iowa",2009,23.417013,1.9230949,,,,,,,76.782608,6.2657185,35.367455,12.63891,22.976439,2.0589669,,,19.121908,1.950497,54.288441,15.162529,,,,,,,19.712059,1.9891626
05000US19163,"Scott County, Iowa",2010,22.653841,1.772702,,,,,,,69.992897,11.523255,,,,,,,17.762152,1.817328,50.676506,9.9476929,,,,,34.260178,19.478312,18.751938,1.8079568
05000US19163,"Scott County, Iowa",2011,24.955107,1.6392536,,,,,,,81.387207,4.5969057,47.725731,14.269275,24.086683,1.8128891,,,18.974106,1.7151412,62.028725,2.5515585,,,,,,,20.224091,1.7364718
05000US19163,"Scott County, Iowa",2012,24.037216,1.6598635,,,,,,,49.646141,9.4804268,21.741177,9.6283798,24.160498,1.8217292,,,21.549126,1.7628243,38.254707,13.469402,,,,,,,21.747831,1.7321924
05000US19163,"Scott County, Iowa",2013,23.745804,1.9195778,,,,,,,55.517632,9.1237745,37.305389,7.8136315,23.184309,2.0384145,,,20.84622,1.8891345,43.150185,16.762415,,,,,,,21.570343,1.8363479
05000US19163,"Scott County, Iowa",2014,23.430157,1.9567704,,,,,,,69.052048,12.315624,37.146893,10.709876,22.957993,2.0809469,,,21.004578,1.986504,40.84182,19.216444,,,,,,,21.409044,2.0868893
05000US19163,"Scott County, Iowa",2015,21.93778,1.9422594,,,,,,,41.178509,11.678969,21.456366,9.8731194,21.958521,2.0696793,,,20.486864,2.0148423,29.90905,16.177282,,,,,27.465534,10.324807,20.672775,1.9597073
05000US19163,"Scott County, Iowa",2016,24.057634,1.9546384,,,,,,,72.524086,8.695034,23.208506,9.7249489,24.102575,2.1204817,,,21.082384,1.957049,39.52182,14.266409,,,,,,,21.045294,2.0232491
05000US19163,"Scott County, Iowa",2017,22.300743,1.894335,,,,,16.072908,11.827948,51.444447,11.608848,22.847818,11.096461,22.264668,2.1486146,,,20.449909,1.8147157,33.108925,15.280564,,,,,,,20.68832,1.8828478
05000US19169,"Story County, Iowa",2009,13.028974,2.2812755,,,,,4.7841306,16.925325,,,,,,,,,12.688322,2.2726178,16.986706,37.866493,,,,,,,13.420322,2.3924417
05000US19169,"Story County, Iowa",2010,18.635712,3.0297825,,,,,6.9016151,21.581509,,,,,,,,,18.997877,3.2522361,14.265927,56.419067,,,,,,,18.577763,3.1696565
05000US19169,"Story County, Iowa",2011,13.744571,2.3708639,,,,,8.4403667,12.197141,,,,,,,,,14.408171,2.5164697,7.4712644,34.924667,,,,,,,14.208632,2.4796295
05000US19169,"Story County, Iowa",2012,14.121312,1.9424973,,,,,20.268621,14.44291,,,,,,,,,13.387574,1.9888496,19.672836,21.504301,,,,,,,13.889666,2.0441604
